CoilID,xgb,xgb_d2,lgbm,extra_trees,random_forest,model_avg,model_rank,nearest_train_positive,nearest_positive_distance,continuity_guard,guard_reason,context_score,hybrid_score,Y
979,0.0012221035,0.005966154,0.001214028874743857,0.004,0.012,0.0048804572573595,188.0,995,16,0,,0.04076220397836621,0.0073261894960614735,0
1442,0.0039467807,0.0065000746,0.001702853168525886,0.01,0.002,0.004829941700245657,189.0,1436,6,0,,0.30119421191220214,0.022901594414977786,0
1477,0.0013377195,0.0029694652,0.0006602431900118589,0.011,0.008,0.004793485581525958,190.0,1495,18,0,,0.02732372244729256,0.006432908928363511,0
1232,0.0056496556,0.0044010365,0.0017203028578987498,0.008,0.004,0.004754198997555788,191.0,1182,50,0,,4.5399929762484854e-05,0.004756922993341538,0
1592,0.003881559,0.0074639455,0.0012933987422503713,0.007,0.004,0.0047277806585027315,192.0,1499,93,0,,8.358390101374608e-09,0.004727781160006138,0
15,0.0016171171,0.0025357492,0.0010565650358839505,0.01,0.008,0.004641886269823585,193.0,69,54,0,,2.0399503411171922e-05,0.004643110240028255,0
457,0.0053222324,0.01223263,0.0007024121974890944,0.0,0.004,0.0044514548313118124,194.0,453,4,0,,0.44932896411722156,0.03141119267834511,0
751,0.00091883424,0.0035170822,0.0007519172821875205,0.01,0.007,0.004437566742687141,195.0,758,7,0,,0.2465969639416065,0.01923338457918353,0
1611,0.003929188,0.008488349,0.0007481781325932822,0.003,0.006,0.0044331429654299506,196.0,1499,112,0,,1.8698363804268472e-10,0.0044331429766489685,0
1266,0.0035271603,0.0064937,0.0021074971766399738,0.007,0.003,0.004425671529494273,197.0,1182,84,0,,5.05653134833552e-08,0.004425674563413082,0
1425,0.0024952653,0.008253882,0.0006754313911793532,0.009,0.001,0.004284915686389762,198.0,1436,11,0,,0.11080315836233387,0.010933105188129795,0
666,0.0027178118,0.012740437,0.0004916558688060321,0.003,0.002,0.004189980931459385,199.0,655,11,0,,0.11080315836233387,0.010838170433199417,0
1347,0.0025089371,0.0045199897,0.0004314409284013881,0.008,0.005,0.004092073558161028,200.0,1436,89,0,,1.860193926691551e-08,0.004092074674277383,0
1233,0.0055380734,0.0029447062,0.0018308178702986055,0.005,0.005,0.004062719495867607,201.0,1182,51,0,,3.7170318684126734e-05,0.004064949714988654,0
1287,0.0017128574,0.0034278685,0.0008861399693542768,0.003,0.011,0.004005373168366732,202.0,1182,105,0,,7.582560427911907e-10,0.004005373213862094,0
748,0.0009596523,0.0011001942,0.0009123051411112484,0.009,0.008,0.0039944303234594625,203.0,758,10,0,,0.1353352832366127,0.012114547317656224,0
496,0.0027715678,0.005910965,0.000537050297710112,0.006,0.004,0.0038439166464364154,204.0,518,22,0,,0.012277339903068436,0.0045805570406205216,0
1298,0.0009916074,0.0018518796,0.0011057522762789648,0.003,0.012,0.0037898478705480562,205.0,1182,116,0,,8.401716438858898e-11,0.003789847875589086,0
488,0.0014907867,0.0031016602,0.00022618911216087793,0.011,0.003,0.003763727191064611,206.0,473,15,0,,0.049787068367863944,0.006750951293136447,0
1049,0.0012276471,0.0020306818,0.0010074565171119918,0.009,0.005,0.0036531570803904007,207.0,1080,31,0,,0.002029430636295734,0.0037749229185681447,0
599,0.00172417,0.0046641952,0.001812231932657042,0.004,0.006,0.0036401194447432117,208.0,588,11,0,,0.11080315836233387,0.010288308946483244,0
682,0.0024740796,0.0035670043,0.002157619216824918,0.002,0.008,0.003639740633474857,209.0,686,4,0,,0.44932896411722156,0.03059947848050815,0
648,0.0021562797,0.006510808,0.0012276491717572774,0.006,0.002,0.0035789474105303643,210.0,650,2,0,,0.6703200460356393,0.04379815017266872,0
1482,0.00251732,0.006764658,0.0005621923053479912,0.007,0.001,0.0035688340167297273,211.0,1495,13,0,,0.07427357821433388,0.008025248709589759,0
1418,0.00031577027,0.00069176726,0.0004223388722395155,0.006,0.01,0.003485975280874327,212.0,1436,18,0,,0.02732372244729256,0.0051253986277118805,0
747,0.0038700346,0.0038759084,0.001118696979208716,0.002,0.006,0.003372928002282764,213.0,758,11,0,,0.11080315836233387,0.010021117504022795,0
1489,0.002749087,0.0034338618,0.0010597330895728784,0.005,0.004,0.0032485363830907525,214.0,1495,6,0,,0.30119421191220214,0.02132018909782288,0
1206,0.0009769794,0.0030672492,0.0006751836942902336,0.005,0.006,0.0031438824553866413,215.0,1182,24,0,,0.00822974704902003,0.0036376672783278432,0
639,0.0038146642,0.0060153226,0.001648284122549226,0.0,0.004,0.0030956541926071505,216.0,641,2,0,,0.6703200460356393,0.043314856954745504,0
411,0.0030496179,0.0023237905,0.001417579018334092,0.006,0.002,0.002958197467552531,217.0,377,34,0,,0.0011137751478448032,0.003025023976423219,0
1092,0.0017043938,0.0029974752,0.0005061342896930242,0.005,0.003,0.0026416006539769347,218.0,1083,9,0,,0.16529888822158653,0.012559533947272127,0
1591,0.00295468,0.004001428,0.0004482585606869153,0.005,0.0,0.0024808732950269397,219.0,1499,92,0,,1.0208960723597638e-08,0.002480873907564583,0
1330,0.0013930306,0.002360194,0.0005471388877161856,0.005,0.003,0.0024600727016623517,220.0,1436,106,0,,6.208075409403624e-10,0.0024600727389108043,0
1643,0.0013814218,0.0026496614,0.0013381118100533058,0.004,0.002,0.0022738390014772447,221.0,1499,144,0,,3.1068402375434455e-13,0.0022738390014958856,0
614,0.0023357193,0.0025135693,0.00042465921164737023,0.0,0.006,0.0022547895648503025,222.0,624,10,0,,0.1353352832366127,0.010374906559047064,0
538,0.0015933197,0.0027719145,0.0004355604094498589,0.001,0.005,0.0021601589159117784,223.0,541,3,0,,0.5488116360940265,0.03508885708155337,0
1223,0.0014579603,0.0028689585,0.0004223289498701541,0.003,0.003,0.0021498495621535153,224.0,1182,41,0,,0.00027465356997214254,0.002166328776351844,0
838,0.0016041382,0.0012199251,0.0008099284189462338,0.0,0.007,0.0021267983430752094,225.0,837,1,0,,0.8187307530779818,0.05125064352775412,0
210,0.00090133207,0.0009731738,0.0007418582201792485,0.008,0.0,0.0021232728223287796,226.0,258,48,0,,6.77287364908539e-05,0.002127336546518231,0
1407,0.0007645881,0.00070364244,0.0004744796222527447,0.003,0.005,0.001988542037000599,227.0,1436,29,0,,0.0030275547453758153,0.002170195321723148,0
211,0.001389665,0.0019505008,0.0005856719453808186,0.006,0.0,0.0019851675316502953,228.0,258,47,0,,8.272406555663223e-05,0.0019901309755836934,0
410,0.0022635583,0.0071983836,0.0003804182030490015,0.0,0.0,0.0019684720198110935,229.0,377,33,0,,0.0013603680375478939,0.0020500941020639672,0
625,0.00040153635,0.00092966965,0.0004194325632503074,0.002,0.006,0.0019501277133839915,230.0,624,1,0,,0.8187307530779818,0.051073972898062904,0
196,0.0021881766,0.0029863818,0.0003744548569450409,0.001,0.003,0.0019098026467676884,231.0,258,62,0,,4.118588707535708e-06,0.0019100497620901406,0
1562,0.00068272086,0.0009475562,0.0005513777979172991,0.004,0.003,0.0018363309759551333,232.0,1499,63,0,,3.3720152341391845e-06,0.0018365332968691816,0
1511,0.0018163647,0.0037541797,0.0005589801938961193,0.001,0.002,0.0018259049178983816,233.0,1499,12,0,,0.09071795328941251,0.007268982115263133,0
1082,0.00092483714,0.0016287249,0.0005090883848301553,0.003,0.003,0.0018125300756478206,234.0,1083,1,0,,0.8187307530779818,0.05093637526032673,0
683,0.0006479489,0.0011231788,0.0002906057999077908,0.007,0.0,0.0018123466860797202,235.0,686,3,0,,0.5488116360940265,0.03474104485172131,0
1344,0.0016051121,0.003604586,0.000645902379574489,0.001,0.002,0.0017711200977061415,236.0,1436,92,0,,1.0208960723597638e-08,0.001771120710243785,0
1565,0.0007145212,0.00060078513,0.0003806346462582851,0.007,0.0,0.0017391881989037555,237.0,1499,66,0,,1.8506011975819082e-06,0.0017392992349756103,0
1133,0.00048249983,0.000620297,0.0005117527053563838,0.004,0.003,0.0017229099038590303,238.0,1153,20,0,,0.01831563888873418,0.002821848237183081,0
1647,0.001285478,0.0026809142,0.0015538197977058457,0.0,0.003,0.0017040424096874869,239.0,1499,148,0,,1.3959933056130979e-13,0.0017040424096958628,0
1129,0.0005585675,0.0002633026,0.0006971478945701649,0.002,0.005,0.0017038036011929678,240.0,1110,19,0,,0.0223707718561656,0.003046049912562904,0
1481,0.001121263,0.0018207402,0.0004289359909274222,0.003,0.002,0.0016741878368477631,241.0,1495,14,0,,0.06081006262521797,0.005322791594360841,0
1589,0.00090734434,0.0039571305,0.00040196397865533453,0.002,0.001,0.0016532877590737633,242.0,1499,90,0,,1.522997974471263e-08,0.001653288672872548,0
1242,0.001251281,0.0035610585,0.00026346494895236437,0.003,0.0,0.001615160900512371,243.0,1182,60,0,,6.14421235332821e-06,0.0016155295532535709,0
1651,0.0022602805,0.0044450043,0.0013481504535670231,0.0,0.0,0.0016106870541422597,244.0,1499,152,0,,6.27260225925711e-14,0.0016106870541460231,0
1337,0.0010439736,0.0015371611,0.0004544596540824975,0.003,0.002,0.0016071188650855703,245.0,1436,99,0,,2.517498719438278e-09,0.0016071190161354935,0
1594,0.00077259936,0.003916057,0.00022167445593469686,0.002,0.001,0.0015820661292689907,246.0,1499,95,0,,5.602796437537268e-09,0.001582066465436777,0
437,0.00061819237,0.00071564113,0.0005274657847108517,0.005,0.001,0.0015722598564388269,247.0,453,16,0,,0.04076220397836621,0.0040179920951407995,0
1202,0.00086325203,0.0016055194,0.000332256452844224,0.004,0.001,0.0015602055857354266,248.0,1182,20,0,,0.01831563888873418,0.002659143919059477,0
41,0.0007788724,0.0024502245,0.0005416063619663896,0.001,0.003,0.0015541406486160674,249.0,69,28,0,,0.003697863716482932,0.0017760124716050432,0
684,0.0005876054,0.0029651597,0.00015850355282428957,0.003,0.001,0.0015422537345290246,250.0,686,2,0,,0.6703200460356393,0.041761456496667376,0
170,0.0006735486,0.0014172697,0.000599008006824274,0.002,0.003,0.0015379652627442219,251.0,126,44,0,,0.0001507330750954765,0.0015470092472499503,0
1386,0.00043155087,0.0006727111,0.0005648788994133395,0.001,0.005,0.001533828177497758,252.0,1436,50,0,,4.5399929762484854e-05,0.001536552173283507,0
692,0.00096405426,0.003149581,0.0004586000898072338,0.003,0.0,0.0015144470508985561,253.0,688,4,0,,0.44932896411722156,0.028474184897931847,0
1666,0.0017217629,0.004563423,0.0010833967562009796,0.0,0.0,0.0014737165130896351,254.0,1499,167,0,,3.122944775260516e-15,0.0014737165130898225,0
1593,0.0006285438,0.0014234878,0.00025325667553367326,0.0,0.005,0.001461057649874632,255.0,1499,94,0,,6.843271022217988e-09,0.0014610580604708934,0
1124,0.0013710232,0.0040926966,0.0007311266542096384,0.0,0.001,0.0014389692975703766,256.0,1110,14,0,,0.06081006262521797,0.005087573055083455,0
2,0.0003641291,0.0006627205,0.00016492767946000425,0.002,0.004,0.0014383554524037005,257.0,69,67,0,,1.515144112143249e-06,0.001438446361050429,0
216,0.0012238305,0.0025655387,0.0003760384552322059,0.003,0.0,0.0014330815409897214,258.0,258,42,0,,0.0002248673241788482,0.0014465735804404523,0
419,0.00028114274,0.0002989518,0.0004785579532438333,0.002,0.004,0.0014117305008425826,259.0,453,34,0,,0.0011137751478448032,0.001478557009713271,0
1513,0.002053641,0.0035670467,0.00042114822305980727,0.0,0.001,0.0014083671914790936,260.0,1499,14,0,,0.06081006262521797,0.005056970948992172,0
1429,0.0008043879,0.0018967314,0.00022170560331188582,0.004,0.0,0.0013845649896918096,261.0,1436,7,0,,0.2465969639416065,0.016180382826188198,0
1426,0.0006601555,0.0014027328,0.0007911574177533586,0.002,0.002,0.0013708091419766884,262.0,1436,10,0,,0.1353352832366127,0.00949092613617345,0
1321,0.0014503918,0.0017538796,0.0005791877541872706,0.002,0.001,0.001356691836867389,263.0,1436,115,0,,1.026187963170189e-10,0.0013566918430245167,0
600,0.0011312308,0.0030681053,0.00031140605057430757,0.001,0.001,0.0013021484434135805,264.0,588,12,0,,0.09071795328941251,0.006745225640778331,0
1392,5.0566443e-05,4.233683e-05,0.00014309847401610282,0.004,0.002,0.0012472003492355192,265.0,1436,44,0,,0.0001507330750954765,0.0012562443337412476,0
1607,0.0003602949,0.0001838659,0.0006627159326148931,0.0,0.005,0.0012413753423429611,266.0,1499,108,0,,4.161397394224149e-10,0.0012413753673113455,0
1334,0.00040885556,0.00059634895,0.00017111688364772183,0.002,0.003,0.0012352642789045536,267.0,1436,102,0,,1.3816325910795407e-09,0.001235264361802509,0
1650,0.0005151964,0.00090982846,0.0006301823836408524,0.001,0.003,0.001211041452468037,268.0,1499,151,0,,7.661373700298343e-14,0.0012110414524726337,0
705,0.00033607538,0.0004299978,0.00023549614540328012,0.002,0.003,0.0012003138648737758,269.0,708,3,0,,0.5488116360940265,0.03412901203051537,0
1548,0.0005377741,0.00085636764,0.00045325309752089965,0.004,0.0,0.0011694789707969392,270.0,1499,49,0,,5.5451599432176945e-05,0.0011728060667628697,0
100,0.00073342817,0.0014487897,0.0006110746197134512,0.002,0.001,0.0011586585033258848,271.0,87,13,0,,0.07427357821433388,0.005615073196185916,0
1118,0.0006794381,0.0022136685,0.0008193365896385286,0.0,0.002,0.0011424886504613633,272.0,1110,8,0,,0.20189651799465538,0.013256279730140687,0
235,0.0004611355,0.0017533354,0.00046962091894550055,0.002,0.001,0.0011368183536170232,273.0,258,23,0,,0.010051835744633586,0.0017399284982950384,0
329,0.00050290994,0.0017772312,0.0002241957368991087,0.001,0.002,0.001100867381127751,274.0,357,28,0,,0.003697863716482932,0.0013227392041167269,0
309,0.0005252533,0.0011506677,0.00040294373674233365,0.0,0.003,0.0010157729410303924,275.0,296,13,0,,0.07427357821433388,0.005472187633890424,0
252,0.00060314056,0.0010290404,0.00044174577488188674,0.001,0.002,0.0010147853542242144,276.0,258,6,0,,0.30119421191220214,0.01908643806895634,0
104,0.0004701546,0.0011430711,0.0003276016622032357,0.001,0.002,0.0009881654725539563,277.0,87,17,0,,0.03337326996032608,0.002990561670173521,0
1371,0.00047394127,0.00054945826,0.0008054468362667033,0.001,0.002,0.0009657692726902737,278.0,1436,65,0,,2.2603294069810542e-06,0.0009659048924546926,0
1676,0.0016026351,0.0024435332,0.0007808834548881998,0.0,0.0,0.0009654103499246904,279.0,1499,177,0,,4.2264461569218167e-16,0.0009654103499247158,0
1616,0.00034388996,0.0011738854,0.0002351955362095446,0.0,0.003,0.0009505941834852648,280.0,1499,117,0,,6.87874362713461e-11,0.000950594187612511,0
131,0.00023229979,0.00017324754,0.0003031535951414666,0.002,0.002,0.0009417401841281644,281.0,126,5,0,,0.36787944117144233,0.023014506654414704,0
1460,0.00020211999,0.00026182184,0.0001299476520370089,0.001,0.003,0.0009187778970082729,282.0,1436,24,0,,0.00822974704902003,0.0014125627199494746,0
1362,0.0010263358,0.0010198298,0.00046185783442175997,0.0,0.002,0.0009016046713219417,283.0,1436,74,0,,3.73629937988526e-07,0.0009016270891182211,0
1570,0.00038639997,0.00047068487,0.0006416877099451475,0.002,0.001,0.0008997545107947448,284.0,1499,71,0,,6.807981343976342e-07,0.0008997953586828087,0
1453,0.00036847475,0.00071892637,0.0003912780472301768,0.002,0.001,0.0008957358335375951,285.0,1436,17,0,,0.03337326996032608,0.00289813203115716,0
1557,8.949421e-05,0.0001904293,0.00017670550776590133,0.002,0.002,0.0008913258046204048,286.0,1499,58,0,,9.166087736247617e-06,0.0008918757698845797,0
1630,0.00013390931,8.5809785e-05,0.00014689391330094802,0.004,0.0,0.0008733226024247255,287.0,1499,131,0,,4.182968307488743e-12,0.0008733226026757036,0
226,3.6101734e-05,2.4798846e-05,0.0001669096823113849,0.0,0.004,0.0008455620524898706,288.0,258,32,0,,0.001661557273173934,0.0009452554888803067,0
704,0.0003402016,0.0005186934,0.0003341464725003008,0.001,0.002,0.000838608297494359,289.0,708,4,0,,0.44932896411722156,0.027798346144527652,0
107,0.000504423,0.0014697165,0.00020555974211547022,0.002,0.0,0.0008359398558624154,290.0,126,19,0,,0.0223707718561656,0.0021781861672323516,0
1547,0.0006085235,0.0009855931,0.0005785501250135604,0.0,0.002,0.0008345333374119343,291.0,1499,48,0,,6.77287364908539e-05,0.0008385970616013855,0
1377,0.0013918398,0.0013043551,0.00033540210028729295,0.0,0.001,0.0008063194038227031,292.0,1436,59,0,,7.504557915076858e-06,0.0008067696772976078,0
893,0.00055753376,0.0009921277,0.000192647237884303,0.002,0.0,0.0007484617376875977,293.0,913,20,0,,0.01831563888873418,0.0018474000710116483,0
1556,0.00016848126,0.00023125384,0.0002725763122741803,0.002,0.001,0.0007344622827312857,294.0,1499,57,0,,1.119548484259094e-05,0.0007351340118218412,0
551,0.00020626881,0.00021451311,0.00022669280071716764,0.0,0.003,0.0007294949459991828,295.0,550,1,0,,0.8187307530779818,0.049853340130678096,0
406,0.00056315603,0.00065619615,0.0004061861885521827,0.001,0.001,0.0007251076743900085,296.0,377,29,0,,0.0030275547453758153,0.0009067609591125573,0
1598,0.0004030197,0.0020555642,0.00014443539036358303,0.0,0.001,0.0007206038548143852,297.0,1499,99,0,,2.517498719438278e-09,0.0007206040058643084,0
1468,0.00048325953,0.00066727947,0.0002445420013667084,0.002,0.0,0.000679016200144235,298.0,1495,27,0,,0.004516580942612666,0.000950011056700995,0
1561,0.00083024474,0.0012255996,0.0003368782650784595,0.001,0.0,0.0006785445114246199,299.0,1499,62,0,,4.118588707535708e-06,0.000678791626747072,0
1617,0.00037632653,0.00053849403,0.0004477356106608042,0.001,0.001,0.0006725112335776325,300.0,1499,118,0,,5.631838950074272e-11,0.0006725112369567359,0
1336,0.001187047,0.0017618,0.00032705007383678587,0.0,0.0,0.0006551794182175481,301.0,1436,100,0,,2.061153622438558e-09,0.0006551795418867655,0
1688,0.0006007794,0.0011993593,0.00037261050854828985,0.001,0.0,0.0006345498489383997,302.0,1499,189,0,,3.834145450438509e-17,0.000634549848938402,0
1450,0.00085246837,0.0015273971,0.0007105358678776368,0.0,0.0,0.0006180802623354563,303.0,1436,14,0,,0.06081006262521797,0.004266684019848534,0
1227,0.00025914417,0.00031983355,0.0004908335830221282,0.0,0.002,0.0006139622607202522,304.0,1182,45,0,,0.00012340980408667956,0.0006213668489654529,0
1209,0.00034286876,0.00026397823,0.000353855581957681,0.0,0.002,0.0005921405155218806,305.0,1182,27,0,,0.004516580942612666,0.0008631353720786406,0
420,0.00030662143,0.00040564977,0.0002320088492988296,0.001,0.001,0.000588856009399568,306.0,453,33,0,,0.0013603680375478939,0.0006704780916524417,0
1380,0.00034423894,0.00039222513,0.0001845063221103468,0.002,0.0,0.0005841940798037304,307.0,1436,56,0,,1.3674196065680964e-05,0.0005850145315676712,0
515,0.00014437531,0.0005641556,0.00011617843268017589,0.002,0.0,0.0005649418645008417,308.0,518,3,0,,0.5488116360940265,0.03349364003014243,0
474,0.00027665755,0.00097162795,0.0003962977975424233,0.0,0.001,0.000528916658410874,309.0,473,1,0,,0.8187307530779818,0.04965276184308978,0
555,0.00043078695,0.0006330588,0.0004466421749135313,0.001,0.0,0.0005020975812928718,310.0,550,5,0,,0.36787944117144233,0.02257486405157941,0
1534,9.0508816e-05,0.00029756498,6.764787902365676e-05,0.002,0.0,0.0004911443358892747,311.0,1499,35,0,,0.0009118819655545162,0.0005458572538225457,0
1537,0.000107319676,0.00010403768,0.00023287041459532442,0.0,0.002,0.0004888455543850027,312.0,1499,38,0,,0.0005004514334406108,0.0005188726403914393,0
1560,0.0009585749,0.0010834665,0.00030050475124955193,0.0,0.0,0.00046850921720775963,313.0,1499,61,0,,5.030455607111448e-06,0.00046881104454418634,0
1582,0.00034902644,0.00083912443,0.00013095072772220282,0.001,0.0,0.0004638203193412284,314.0,1499,83,0,,6.176061335580363e-08,0.0004638240249780298,0
1238,0.00036576015,0.0005281606,0.00018298454462459783,0.001,0.0,0.00041538105839100203,315.0,1182,56,0,,1.3674196065680964e-05,0.0004162015101549429,0
265,0.00026892324,0.0005488351,0.0002575735606471644,0.0,0.001,0.0004150663765749822,316.0,258,7,0,,0.2465969639416065,0.01521088421307137,0
1471,0.00037083973,0.0003745086,0.00022934502107357083,0.001,0.0,0.00039493867247418577,317.0,1495,24,0,,0.00822974704902003,0.0008887234954153875,0
1463,0.0002419307,0.0004102304,0.0002752763126897425,0.001,0.0,0.000385487480967581,318.0,1436,27,0,,0.004516580942612666,0.000656482337524341,0
1583,0.00012600956,0.00055586046,0.0002004261185513294,0.0,0.001,0.0003764592277790503,319.0,1499,84,0,,5.05653134833552e-08,0.0003764622616978593,0
1542,0.0006444836,0.0008258723,0.0003941000003339591,0.0,0.0,0.0003728911798814285,320.0,1499,43,0,,0.0001841057936675792,0.0003839375275014833,0
38,0.00018763669,0.00047157722,0.00019060255996385255,0.0,0.001,0.0003699632941316173,321.0,69,31,0,,0.002029430636295734,0.0004917291323093614,0
398,0.00015643203,0.0002991619,0.00018960320288701136,0.0,0.001,0.00032903942810914323,322.0,377,21,0,,0.014995576820477703,0.0012287740373378053,0
675,0.00020052103,0.00024335628,0.00018860152808349576,0.001,0.0,0.0003264957662250027,323.0,686,11,0,,0.11080315836233387,0.006974685267965035,0
601,0.00014996176,0.0001900578,0.00016560462352417256,0.001,0.0,0.000301124838907398,324.0,588,13,0,,0.07427357821433388,0.00475753953176743,0
593,8.588051e-05,7.3736184e-05,0.0003332460754661967,0.001,0.0,0.0002985725533402368,325.0,588,5,0,,0.36787944117144233,0.022371339023626775,0
1452,0.00059311686,0.00054013176,0.00029722203945281594,0.0,0.0,0.0002860941313719501,326.0,1436,16,0,,0.04076220397836621,0.0027318263700739226,0
199,0.00021084686,0.00090499246,0.00026948778160111885,0.0,0.0,0.00027706541976185495,327.0,258,59,0,,7.504557915076858e-06,0.00027751569323675954,0
602,0.0003462848,0.0006687638,0.00024273309079856267,0.0,0.0,0.000251556342078225,328.0,588,14,0,,0.06081006262521797,0.0039001600995913033,0
1627,0.00029046394,0.0005482576,0.00036837944360644206,0.0,0.0,0.0002414201985955399,329.0,1499,128,0,,7.62186519451289e-12,0.00024142019905285181,0
1568,0.00033793063,0.00054626685,0.0002857970179784379,0.0,0.0,0.0002339988991390781,330.0,1499,69,0,,1.0156314710024903e-06,0.00023405983702733826,0
1663,0.00032834065,0.00042239128,0.00032792864444342707,0.0,0.0,0.00021573211663896831,331.0,1499,164,0,,5.690376387583507e-15,0.00021573211663930973,0
1203,0.0004532566,0.00036080633,0.0002344121962852741,0.0,0.0,0.0002096950235696875,332.0,1182,21,0,,0.014995576820477703,0.0011094296327983496,0
1567,0.00018323882,0.00042169527,0.000285326924413615,0.0,0.0,0.00017805220252018145,333.0,1499,68,0,,1.2404950799567134e-06,0.00017812663222497885,0
1328,0.00030580137,0.00039208386,0.0001594640786892964,0.0,0.0,0.00017146986224024084,334.0,1436,108,0,,4.161397394224149e-10,0.00017146988720862522,0
1597,0.00012387322,0.00036853764,9.705900250033268e-05,0.0,0.0,0.00011789397355268295,335.0,1499,98,0,,3.074879879586606e-09,0.00011789415804547572,0
307,0.00020613609,0.00012763972,0.00017459506812817968,0.0,0.0,0.00010167417559555841,336.0,296,11,0,,0.11080315836233387,0.0067498636773355904,0
1401,0.00013509773,0.00010431574,0.00024100862892666226,0.0,0.0,9.608441867371155e-05,337.0,1436,35,0,,0.0009118819655545162,0.00015079733660698253,0
425,0.0001227641,0.00012276294,0.0001393666744295117,0.0,0.0,7.697874372019583e-05,338.0,453,28,0,,0.003697863716482932,0.00029885056670917175,0
351,8.6497006e-05,0.00014729772,0.00012869126031483596,0.0,0.0,7.249719658090003e-05,339.0,357,6,0,,0.30119421191220214,0.018144149911313027,0
